"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"9725","2025-10-22 10:10:32 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9726","2025-10-22 10:10:32 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9727","2025-10-22 10:10:33 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9728","2025-10-22 10:10:38 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9729","2025-10-22 10:10:38 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86200","10000.00","Buy","0.4437","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9730","2025-10-22 10:10:38 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9731","2025-10-22 10:10:38 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9732","2025-10-22 10:10:39 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9733","2025-10-22 10:10:45 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9734","2025-10-22 10:10:45 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86200","10000.00","Buy","0.4190","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9735","2025-10-22 10:10:45 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9736","2025-10-22 10:10:45 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9737","2025-10-22 10:10:45 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9738","2025-10-22 10:10:51 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9739","2025-10-22 10:10:51 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86400","10000.00","Buy","0.4683","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9740","2025-10-22 10:10:51 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9741","2025-10-22 10:10:51 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9742","2025-10-22 10:10:51 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9743","2025-10-22 10:10:57 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9744","2025-10-22 10:10:57 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86400","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9745","2025-10-22 10:10:57 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9746","2025-10-22 10:10:57 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9747","2025-10-22 10:10:57 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9748","2025-10-22 10:11:03 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9749","2025-10-22 10:11:03 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86900","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9750","2025-10-22 10:11:03 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9751","2025-10-22 10:11:03 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9752","2025-10-22 10:11:03 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9753","2025-10-22 10:11:09 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9754","2025-10-22 10:11:09 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87100","10000.00","Buy","0.3451","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9755","2025-10-22 10:11:09 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9756","2025-10-22 10:11:09 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9757","2025-10-22 10:11:09 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9758","2025-10-22 10:11:15 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9759","2025-10-22 10:11:15 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87100","10000.00","Buy","0.3451","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9760","2025-10-22 10:11:15 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9761","2025-10-22 10:11:15 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9762","2025-10-22 10:11:15 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9763","2025-10-22 10:11:21 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9764","2025-10-22 10:11:21 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87100","10000.00","Buy","0.5422","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9765","2025-10-22 10:11:21 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9766","2025-10-22 10:11:21 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9767","2025-10-22 10:11:21 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9768","2025-10-22 10:11:27 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9769","2025-10-22 10:11:27 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87100","10000.00","Buy","0.5422","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9770","2025-10-22 10:11:27 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9771","2025-10-22 10:11:27 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9772","2025-10-22 10:11:27 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9773","2025-10-22 10:11:33 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9774","2025-10-22 10:11:33 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87200","10000.00","Buy","0.5669","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9775","2025-10-22 10:11:33 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9776","2025-10-22 10:11:33 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9777","2025-10-22 10:11:33 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9778","2025-10-22 10:11:39 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9779","2025-10-22 10:11:39 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87200","10000.00","Buy","0.5669","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9780","2025-10-22 10:11:39 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9781","2025-10-22 10:11:39 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9782","2025-10-22 10:11:39 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9783","2025-10-22 10:11:45 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9784","2025-10-22 10:11:45 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87200","10000.00","Buy","0.5669","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9785","2025-10-22 10:11:45 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9786","2025-10-22 10:11:45 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9787","2025-10-22 10:11:45 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9788","2025-10-22 10:11:51 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9789","2025-10-22 10:11:51 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87200","10000.00","Buy","0.5669","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9790","2025-10-22 10:11:51 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9791","2025-10-22 10:11:51 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9792","2025-10-22 10:11:51 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9793","2025-10-22 10:11:57 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9794","2025-10-22 10:11:57 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86400","10000.00","Buy","0.5669","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9795","2025-10-22 10:11:57 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9796","2025-10-22 10:11:57 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9797","2025-10-22 10:11:57 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9798","2025-10-22 10:12:03 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9799","2025-10-22 10:12:03 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86200","10000.00","Buy","0.5916","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9800","2025-10-22 10:12:03 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9801","2025-10-22 10:12:03 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9802","2025-10-22 10:12:03 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9803","2025-10-22 10:12:09 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9804","2025-10-22 10:12:09 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86100","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9805","2025-10-22 10:12:09 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9806","2025-10-22 10:12:09 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9807","2025-10-22 10:12:09 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9808","2025-10-22 10:12:15 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9809","2025-10-22 10:12:15 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86100","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9810","2025-10-22 10:12:15 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9811","2025-10-22 10:12:15 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9812","2025-10-22 10:12:15 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9813","2025-10-22 10:12:21 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9814","2025-10-22 10:12:21 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86100","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9815","2025-10-22 10:12:21 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9816","2025-10-22 10:12:21 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9817","2025-10-22 10:12:21 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9818","2025-10-22 10:12:27 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9819","2025-10-22 10:12:27 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86100","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9820","2025-10-22 10:12:27 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9821","2025-10-22 10:12:27 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9822","2025-10-22 10:12:27 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9823","2025-10-22 10:12:33 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9824","2025-10-22 10:12:33 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86100","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9825","2025-10-22 10:12:33 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9826","2025-10-22 10:12:33 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9827","2025-10-22 10:12:33 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9828","2025-10-22 10:12:39 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9829","2025-10-22 10:12:39 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86100","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9830","2025-10-22 10:12:39 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9831","2025-10-22 10:12:39 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9832","2025-10-22 10:12:39 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9833","2025-10-22 10:12:45 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9834","2025-10-22 10:12:45 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86200","10000.00","Buy","0.4930","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9835","2025-10-22 10:12:45 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9836","2025-10-22 10:12:45 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9837","2025-10-22 10:12:45 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9838","2025-10-22 10:12:51 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9839","2025-10-22 10:12:51 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86200","10000.00","Buy","0.4930","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9840","2025-10-22 10:12:51 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9841","2025-10-22 10:12:51 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9842","2025-10-22 10:12:51 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9843","2025-10-22 10:12:57 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9844","2025-10-22 10:12:57 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86600","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9845","2025-10-22 10:12:57 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9846","2025-10-22 10:12:57 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9847","2025-10-22 10:12:57 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9848","2025-10-22 10:13:03 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9849","2025-10-22 10:13:03 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86000","10000.00","Buy","0.5423","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9850","2025-10-22 10:13:03 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9851","2025-10-22 10:13:03 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9852","2025-10-22 10:13:03 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9853","2025-10-22 10:13:09 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9854","2025-10-22 10:13:09 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85700","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9855","2025-10-22 10:13:09 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9856","2025-10-22 10:13:09 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9857","2025-10-22 10:13:09 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9858","2025-10-22 10:13:15 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9859","2025-10-22 10:13:15 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85600","10000.00","Buy","0.4930","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9860","2025-10-22 10:13:15 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9861","2025-10-22 10:13:15 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9862","2025-10-22 10:13:15 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9863","2025-10-22 10:13:21 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9864","2025-10-22 10:13:21 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85600","10000.00","Buy","0.4930","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9865","2025-10-22 10:13:21 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9866","2025-10-22 10:13:21 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9867","2025-10-22 10:13:21 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9868","2025-10-22 10:13:27 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9869","2025-10-22 10:13:27 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85700","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9870","2025-10-22 10:13:27 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9871","2025-10-22 10:13:27 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9872","2025-10-22 10:13:27 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9873","2025-10-22 10:13:33 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9874","2025-10-22 10:13:33 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85700","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9875","2025-10-22 10:13:33 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9876","2025-10-22 10:13:33 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9877","2025-10-22 10:13:33 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9878","2025-10-22 10:13:39 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9879","2025-10-22 10:13:39 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85700","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9880","2025-10-22 10:13:39 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9881","2025-10-22 10:13:39 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9882","2025-10-22 10:13:40 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9883","2025-10-22 10:13:46 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9884","2025-10-22 10:13:46 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85600","10000.00","Buy","0.4930","","","","","0.00000","0.0000","0.0000","","","0.00000","","22565.09"
"9885","2025-10-22 10:13:46 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9886","2025-10-22 10:13:46 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9887","2025-10-22 10:13:46 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9888","2025-10-22 10:13:50 -12","ORDER_FILL","STOP_LOSS_ORDER","USD/JPY","151.83300","10000.00","Sell","0.5423","","","","","0.00000","0.0000","0.0000","","0.0050","-1.38720","","22563.70"
"9889","2025-10-22 10:13:50 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"9890","2025-10-22 10:13:50 -12","ORDER_FILL","STOP_LOSS_ORDER","USD/JPY","151.83300","10000.00","Sell","0.5423","","","","","0.00000","0.0000","0.0000","","0.0050","-1.68450","","22562.02"
"9891","2025-10-22 10:13:50 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"9892","2025-10-22 10:13:50 -12","ORDER_FILL","STOP_LOSS_ORDER","USD/JPY","151.83300","10000.00","Sell","0.5423","","","","","0.00000","0.0000","0.0000","","0.0050","-1.68450","","22560.34"
"9893","2025-10-22 10:13:50 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"9894","2025-10-22 10:13:50 -12","ORDER_FILL","STOP_LOSS_ORDER","USD/JPY","151.83300","10000.00","Sell","0.5423","","","","","0.00000","0.0000","0.0000","","0.0050","-1.83310","","22558.50"
"9895","2025-10-22 10:13:50 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"9896","2025-10-22 10:13:50 -12","ORDER_FILL","STOP_LOSS_ORDER","USD/JPY","151.83300","10000.00","Sell","0.5423","","","","","0.00000","0.0000","0.0000","","0.0050","-1.83310","","22556.67"
"9897","2025-10-22 10:13:50 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"9898","2025-10-22 10:13:52 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9899","2025-10-22 10:13:52 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85500","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22556.67"
"9900","2025-10-22 10:13:52 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9901","2025-10-22 10:13:52 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9902","2025-10-22 10:13:52 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9903","2025-10-22 10:13:58 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
"9904","2025-10-22 10:13:58 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85600","10000.00","Buy","0.5176","","","","","0.00000","0.0000","0.0000","","","0.00000","","22556.67"
"9905","2025-10-22 10:13:58 -12","TAKE_PROFIT_ORDER","ON_FILL","","151.90400","","","","","","","","","","","","","","",""
"9906","2025-10-22 10:13:58 -12","STOP_LOSS_ORDER","ON_FILL","","151.82900","","","","","","","","","","","","","","",""
"9907","2025-10-22 10:13:58 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"9908","2025-10-22 10:14:04 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.82900","","151.90400","","","","","","","","",""
